Survey,Characteristic,Median age at first sexual intercourse [Women]: 20-24,Median age at first sexual intercourse [Women]: 25-29,Median age at first sexual intercourse [Women]: 20-49,Median age at first sexual intercourse [Women]: 25-49,level,area,age
2018 DHS,Total,17.5,17.3,17.1,17,0,Cameroon,Y010_Y014
2018 DHS,Total,17.5,17.3,17.1,17,0,Cameroon,Y015_Y019
2018 DHS,Total,17.5,17.3,17.1,17,0,Cameroon,Y020_Y024
2018 DHS,Total,17.5,17.3,17.1,17,0,Cameroon,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,1,Adamaoua,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,1,Adamaoua,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,1,Adamaoua,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,1,Adamaoua,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,2,Adamaoua,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,2,Adamaoua,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,2,Adamaoua,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,2,Adamaoua,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Bankim,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Bankim,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Bankim,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Bankim,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Banyo,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Banyo,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Banyo,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Banyo,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Dang,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Dang,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Dang,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Dang,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Djohong,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Djohong,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Djohong,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Djohong,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Meiganga,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Meiganga,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Meiganga,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Meiganga,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundal,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundal,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundal,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundal,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Rural,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Rural,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Rural,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Rural,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Urbain,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Urbain,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Urbain,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Ngaoundere Urbain,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tibati,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tibati,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tibati,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tibati,Y025_Y029
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tignere,Y010_Y014
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tignere,Y015_Y019
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tignere,Y020_Y024
2018 DHS,Provinces : Adamaoua (L1),16.7,16.7,16.6,16.6,3,Tignere,Y025_Y029
2018 DHS,Provinces : Centre (L1),,,,,1,Centre,Y010_Y014
2018 DHS,Provinces : Centre (L1),,,,,1,Centre,Y015_Y019
2018 DHS,Provinces : Centre (L1),,,,,1,Centre,Y020_Y024
2018 DHS,Provinces : Centre (L1),,,,,1,Centre,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,2,Centre,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,2,Centre,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,2,Centre,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,2,Centre,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Akonolinga,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Akonolinga,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Akonolinga,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Akonolinga,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Awae,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Awae,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Awae,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Awae,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ayos,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ayos,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ayos,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ayos,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Bafia,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Bafia,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Bafia,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Bafia,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ebebda,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ebebda,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ebebda,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ebebda,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Elig Mfomo,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Elig Mfomo,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Elig Mfomo,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Elig Mfomo,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Eseka,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Eseka,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Eseka,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Eseka,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Esse,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Esse,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Esse,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Esse,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Evodoula,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Evodoula,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Evodoula,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Evodoula,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbalmayo,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbalmayo,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbalmayo,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbalmayo,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbandjock,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbandjock,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbandjock,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbandjock,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbankomo,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbankomo,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbankomo,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mbankomo,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mfou,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mfou,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mfou,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Mfou,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Monatele,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Monatele,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Monatele,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Monatele,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Nanga Eboko,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Nanga Eboko,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Nanga Eboko,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Nanga Eboko,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ndikinimeki,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ndikinimeki,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ndikinimeki,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ndikinimeki,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngog Mapubi,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngog Mapubi,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngog Mapubi,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngog Mapubi,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngoumou,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngoumou,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngoumou,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ngoumou,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ntui,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ntui,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ntui,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Ntui,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Obala,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Obala,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Obala,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Obala,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Okola,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Okola,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Okola,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Okola,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Sa'a,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Sa'a,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Sa'a,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Sa'a,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Soa,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Soa,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Soa,Y020_Y024
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Soa,Y025_Y029
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Yoko,Y010_Y014
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Yoko,Y015_Y019
2018 DHS,Provinces : Centre (L1),16.2,16.3,16.2,16.1,3,Yoko,Y020_Y024
